Time_UTC,System_ID,Time_UTC,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,SAMPLE_1,T_adjusted,T_diff_adjusted
2022/07/05 19:42:01,1,2022/07/05 19:42:01,70920,282.2,47.995993,7.857478,-0.59,23.88,4.3,46.4,1.054,13.979,287.656341552734,23.94926622009277,-0.5207337799072286
2022/07/05 19:42:08,1,2022/07/05 19:42:08,70927,283.3,47.99578,7.857225,-0.59,23.88,4.5,46.6,1.118,14.042,287.976440429688,23.95134686279297,-0.5186531372070285
2022/07/05 19:42:14,1,2022/07/05 19:42:14,70934,284.6,47.995562,7.857022,-0.59,23.88,4.2,46.3,1.033,13.958,288.227752685547,23.952980392456055,-0.5170196075439436
2022/07/05 19:42:23,1,2022/07/05 19:42:23,70942,285.8,47.995243,7.856707,-0.49,23.99,3.6,45.7,0.928,13.852,289.291961669922,24.06989775085449,-0.41010224914550775
2022/07/05 19:42:51,1,2022/07/05 19:42:51,70971,288.1,47.994367,7.855882,-0.49,23.99,3.6,45.7,0.928,13.852,299.066772460938,24.133434020996095,-0.3465659790039035
2022/07/05 19:43:03,1,2022/07/05 19:43:03,70983,289.2,47.994007,7.855483,-0.48,23.99,3.3,45.6,0.862,13.831,297.198059082031,24.1212873840332,-0.3487126159667997
2022/07/05 19:43:09,1,2022/07/05 19:43:09,70989,289.4,47.9938,7.85529,-0.48,23.99,3.0,45.3,0.756,13.725,300.911102294922,24.14542216491699,-0.3245778350830082
2022/07/05 19:43:18,1,2022/07/05 19:43:18,70998,291.5,47.993542,7.854917,-0.48,23.99,2.8,45.1,0.713,13.682,298.829193115234,24.13188975524902,-0.3381102447509785
2022/07/05 19:43:27,1,2022/07/05 19:43:27,71007,292.1,47.99331,7.854603,-0.37,24.09,3.2,45.5,0.904,13.873,295.556060791016,24.210614395141604,-0.24938560485839545
2022/07/05 19:44:15,1,2022/07/05 19:44:15,71054,293.4,47.993407,7.853977,-0.35,24.09,3.1,45.7,0.885,13.958,290.631744384766,24.17860633850098,-0.26139366149901944
2022/07/05 19:44:22,1,2022/07/05 19:44:22,71061,293.6,47.993578,7.853878,-0.25,24.19,2.8,45.5,0.906,13.979,290.469665527344,24.27755282592774,-0.1624471740722626
2022/07/05 19:44:31,1,2022/07/05 19:44:31,71071,293.9,47.993787,7.853797,-0.25,24.19,2.6,45.2,0.82,13.893,290.677307128906,24.278902496337892,-0.16109750366210918
2022/07/05 19:44:37,1,2022/07/05 19:44:37,71076,292.8,47.993938,7.853752,-0.15,24.29,2.1,44.8,0.775,13.848,290.802276611328,24.37971479797363,-0.06028520202636897
2022/07/05 19:44:46,1,2022/07/05 19:44:46,71086,290.2,47.994175,7.853698,-0.04,24.4,1.7,44.4,0.729,13.802,290.192077636719,24.48574850463867,0.045748504638672784
2022/07/05 19:45:14,1,2022/07/05 19:45:14,71113,297.2,47.994995,7.853898,0.18,24.6,1.4,44.0,0.818,13.861,285.191802978516,24.653246719360357,0.23324671936035585
2022/07/05 19:45:26,1,2022/07/05 19:45:26,71126,293.1,47.995092,7.85398,0.18,24.6,1.5,44.1,0.84,13.883,285.191802978516,24.653246719360357,0.23324671936035585
2022/07/05 19:45:32,1,2022/07/05 19:45:32,71132,293.0,47.99509,7.853982,0.28,24.7,1.6,44.2,0.969,14.012,285.191802978516,24.753246719360355,0.3332467193603559
2022/07/05 19:45:41,1,2022/07/05 19:45:41,71141,291.6,47.995153,7.85405,0.28,24.7,0.9,43.5,0.748,13.79,285.191802978516,24.753246719360355,0.3332467193603559
2022/07/05 19:45:50,1,2022/07/05 19:45:50,71149,289.3,47.995448,7.854058,0.28,24.7,0.3,43.0,0.57,13.613,284.156555175781,24.746517608642577,0.32651760864257784
2022/07/05 19:46:18,1,2022/07/05 19:46:18,71178,288.7,47.996488,7.854078,0.32,24.7,-0.2,42.8,0.439,13.569,284.566345214844,24.749181243896484,0.36918124389648427
2022/07/05 19:46:24,1,2022/07/05 19:46:24,71184,288.0,47.996695,7.854072,0.32,24.7,-1.1,41.9,0.15,13.281,284.461181640625,24.748497680664062,0.36849768066406313
2022/07/05 19:46:31,1,2022/07/05 19:46:31,71191,284.3,47.996878,7.854203,0.42,24.8,-1.2,41.8,0.209,13.339,283.779510498047,24.844066818237305,0.4640668182373045
2022/07/05 19:46:40,1,2022/07/05 19:46:40,71200,283.1,47.996843,7.854645,0.42,24.8,-1.1,41.9,0.231,13.361,283.096099853516,24.839624649047856,0.4596246490478553
2022/07/05 19:46:46,1,2022/07/05 19:46:46,71206,283.1,47.996797,7.855003,0.42,24.8,-1.3,41.8,0.187,13.317,282.216827392578,24.833909378051757,0.4539093780517565
2022/07/05 19:47:12,1,2022/07/05 19:47:12,71231,281.1,47.997162,7.856027,0.35,24.7,-1.2,42.2,0.13,13.369,280.072479248047,24.719971115112305,0.3699711151123054
2022/07/05 19:47:21,1,2022/07/05 19:47:21,71241,281.7,47.997177,7.856117,0.35,24.7,-1.2,42.2,0.13,13.369,279.460510253906,24.715993316650387,0.3659933166503876
2022/07/05 19:47:27,1,2022/07/05 19:47:27,71246,281.6,47.997173,7.856118,0.24,24.6,-1.2,42.2,0.049,13.288,279.460510253906,24.61599331665039,0.2559933166503876
2022/07/05 19:47:36,1,2022/07/05 19:47:36,71256,281.6,47.997172,7.856118,0.24,24.6,-0.8,42.6,0.181,13.42,279.460510253906,24.61599331665039,0.2559933166503876
2022/07/05 19:47:53,1,2022/07/05 19:47:53,71273,281.7,47.997173,7.856117,0.24,24.6,-0.8,42.7,0.203,13.442,279.460510253906,24.61599331665039,0.2559933166503876
2022/07/05 19:48:18,1,2022/07/05 19:48:18,71297,281.6,47.997495,7.856408,-0.05,24.29,0.1,43.8,0.222,13.524,278.738067626953,24.301297439575194,-0.0387025604248052
2022/07/05 19:48:27,1,2022/07/05 19:48:27,71306,280.2,47.997732,7.856628,-0.25,24.09,0.6,44.3,0.229,13.531,278.627716064453,24.100580154418946,-0.2394198455810539
2022/07/05 19:48:36,1,2022/07/05 19:48:36,71316,278.0,47.997963,7.856687,-0.35,23.99,0.9,44.6,0.211,13.513,278.808013916016,24.0017520904541,-0.33824790954589756
2022/07/05 19:48:45,1,2022/07/05 19:48:45,71325,277.5,47.998215,7.856695,-0.56,23.78,2.4,46.0,0.487,13.789,279.026733398438,23.793173767089847,-0.5468262329101541
2022/07/05 19:48:54,1,2022/07/05 19:48:54,71334,276.2,47.998363,7.856842,-0.56,23.78,3.0,46.7,0.676,13.978,278.90380859375,23.792374755859377,-0.5476252441406237
2022/07/05 19:49:19,1,2022/07/05 19:49:19,71358,276.3,47.998702,7.8574,-0.63,23.68,3.9,47.7,0.892,14.205,279.271942138672,23.694767623901367,-0.615232376098633
2022/07/05 19:49:26,1,2022/07/05 19:49:26,71365,275.0,47.998762,7.857672,-0.94,23.37,4.8,48.6,0.879,14.193,279.271942138672,23.384767623901368,-0.925232376098633
2022/07/05 19:49:32,1,2022/07/05 19:49:32,71371,275.2,47.998742,7.857922,-1.14,23.17,5.2,49.0,0.807,14.121,279.238861083984,23.184552597045897,-1.1254474029541044
2022/07/05 19:49:41,1,2022/07/05 19:49:41,71380,275.1,47.998673,7.858352,-1.14,23.17,7.2,51.0,1.393,14.706,279.288970947266,23.18487831115723,-1.1251216888427706
2022/07/05 19:49:50,1,2022/07/05 19:49:50,71390,276.2,47.998515,7.858633,-1.25,23.06,7.1,50.9,1.263,14.576,279.825958251953,23.07836872863769,-1.231631271362307
2022/07/05 19:50:18,1,2022/07/05 19:50:18,71417,278.3,47.997512,7.858263,-1.32,22.96,5.0,48.7,0.597,13.869,279.170532226562,22.974108459472653,-1.305891540527348
2022/07/05 19:50:27,1,2022/07/05 19:50:27,71427,279.2,47.997262,7.858083,-1.42,22.86,5.1,48.9,0.552,13.823,278.332366943359,22.868660385131832,-1.411339614868167
2022/07/05 19:50:33,1,2022/07/05 19:50:33,71432,280.5,47.997157,7.857952,-1.32,22.96,5.4,49.1,0.717,13.988,278.332366943359,22.968660385131834,-1.311339614868167
2022/07/05 19:50:40,1,2022/07/05 19:50:40,71439,279.9,47.997218,7.857663,-1.32,22.96,4.9,48.6,0.577,13.849,278.947418212891,22.972658218383792,-1.307341781616209
2022/07/05 19:50:46,1,2022/07/05 19:50:46,71446,277.4,47.997332,7.857293,-1.32,22.96,4.3,48.0,0.398,13.669,278.713317871094,22.971136566162112,-1.3088634338378886
2022/07/05 19:51:14,1,2022/07/05 19:51:14,71474,272.7,47.997482,7.857713,-1.4,22.86,5.0,48.7,0.539,13.764,278.713745117188,22.87113934326172,-1.3888606567382786
2022/07/05 19:51:23,1,2022/07/05 19:51:23,71483,272.6,47.997493,7.857867,-1.4,22.86,4.4,48.1,0.38,13.605,278.547668457031,22.8700598449707,-1.3899401550292985
2022/07/05 19:51:32,1,2022/07/05 19:51:32,71491,272.7,47.997573,7.858123,-1.4,22.86,4.6,48.3,0.44,13.665,279.170532226562,22.87410845947265,-1.3858915405273478
2022/07/05 19:51:41,1,2022/07/05 19:51:41,71501,273.1,47.997765,7.857945,-1.5,22.76,4.6,48.3,0.356,13.581,278.895294189453,22.772319412231447,-1.4876805877685548
2022/07/05 19:51:47,1,2022/07/05 19:51:47,71506,273.3,47.997722,7.857715,-1.4,22.86,5.8,49.4,0.757,13.982,278.796783447266,22.871679092407227,-1.3883209075927723
2022/07/05 19:52:15,1,2022/07/05 19:52:15,71535,277.6,47.99828,7.857018,-1.47,22.76,7.2,51.0,1.098,14.33,278.90380859375,22.772374755859378,-1.4576252441406237
2022/07/05 19:52:22,1,2022/07/05 19:52:22,71542,278.8,47.998413,7.857133,-1.57,22.65,7.7,51.5,1.147,14.379,278.966979980469,22.662785369873045,-1.5572146301269532
2022/07/05 19:52:28,1,2022/07/05 19:52:28,71548,278.3,47.998405,7.857245,-1.67,22.55,8.8,52.6,1.371,14.602,278.966979980469,22.562785369873048,-1.657214630126953
2022/07/05 19:52:35,1,2022/07/05 19:52:35,71555,277.4,47.998223,7.857155,-1.67,22.55,8.8,52.5,1.351,14.583,278.68603515625,22.560959228515625,-1.659040771484376
2022/07/05 19:52:41,1,2022/07/05 19:52:41,71561,278.4,47.998107,7.857223,-1.78,22.45,8.5,52.3,1.184,14.416,278.691467285156,22.460994537353514,-1.7690054626464853
2022/07/05 19:53:14,1,2022/07/05 19:53:14,71594,279.2,47.998247,7.858257,-1.75,22.45,8.6,52.6,1.229,14.513,279.372131347656,22.465418853759765,-1.7345811462402345
2022/07/05 19:53:23,1,2022/07/05 19:53:23,71602,279.8,47.998362,7.858465,-1.75,22.45,10.0,54.0,1.616,14.9,280.006805419922,22.469544235229492,-1.7304557647705074
2022/07/05 19:53:32,1,2022/07/05 19:53:32,71612,278.3,47.99853,7.858638,-1.65,22.55,10.6,54.6,1.883,15.167,279.825958251953,22.568368728637694,-1.631631271362307
2022/07/05 19:53:51,1,2022/07/05 19:53:51,71631,278.9,47.998577,7.858597,-1.65,22.55,11.6,55.6,2.155,15.439,279.825958251953,22.568368728637694,-1.631631271362307
2022/07/05 19:54:00,1,2022/07/05 19:54:00,71639,277.3,47.998725,7.858095,-1.65,22.55,9.8,53.8,1.649,14.933,279.288970947266,22.56487831115723,-1.6351216888427706
2022/07/05 19:54:28,1,2022/07/05 19:54:28,71668,275.2,47.998912,7.857723,-1.53,22.65,9.9,54.0,1.793,15.084,279.571411132812,22.666714172363278,-1.5132858276367205
2022/07/05 19:54:37,1,2022/07/05 19:54:37,71676,275.3,47.998967,7.8578,-1.53,22.65,9.6,53.6,1.695,14.986,279.419952392578,22.665729690551757,-1.5142703094482417
2022/07/05 19:54:46,1,2022/07/05 19:54:46,71686,275.5,47.999333,7.85802,-1.43,22.76,9.5,53.6,1.767,15.059,279.302459716797,22.77496598815918,-1.4150340118408204
2022/07/05 19:54:55,1,2022/07/05 19:54:55,71695,275.8,47.999675,7.858225,-1.43,22.76,9.1,53.1,1.649,14.941,279.028564453125,22.773185668945313,-1.4168143310546883
2022/07/05 19:55:04,1,2022/07/05 19:55:04,71704,277.5,48.000012,7.85842,-1.39,22.76,8.7,52.9,1.572,14.882,278.824859619141,22.77186158752442,-1.3781384124755818
2022/07/05 19:55:29,1,2022/07/05 19:55:29,71728,273.5,48.00104,7.858925,-1.39,22.76,8.9,53.1,1.631,14.941,276.926116943359,22.759519760131834,-1.3904802398681675
2022/07/05 19:55:36,1,2022/07/05 19:55:36,71735,272.6,48.001362,7.859022,-1.49,22.65,10.5,54.7,1.971,15.28,275.442108154297,22.63987370300293,-1.5001262969970683
2022/07/05 19:55:42,1,2022/07/05 19:55:42,71742,271.4,48.001642,7.859122,-1.49,22.65,10.6,54.8,2.01,15.319,275.114196777344,22.637742279052734,-1.5022577209472645
2022/07/05 19:55:51,1,2022/07/05 19:55:51,71750,269.7,48.001983,7.859317,-1.49,22.65,10.3,54.5,1.912,15.222,274.930023193359,22.63654515075683,-1.5034548492431676
2022/07/05 19:56:00,1,2022/07/05 19:56:00,71759,269.1,48.002293,7.859518,-1.49,22.65,9.9,54.1,1.814,15.124,274.504730224609,22.63378074645996,-1.50621925354004
2022/07/05 19:56:28,1,2022/07/05 19:56:28,71787,272.7,48.002472,7.857973,-1.36,22.76,9.3,53.7,1.769,15.099,274.162445068359,22.741555892944334,-1.378444107055668
2022/07/05 19:56:42,1,2022/07/05 19:56:42,71802,275.0,48.002503,7.857213,-1.25,22.86,9.0,53.4,1.783,15.112,273.033172607422,22.834215621948243,-1.2757843780517568
2022/07/05 19:56:56,1,2022/07/05 19:56:56,71816,269.7,48.002812,7.856962,-1.25,22.86,8.3,52.7,1.584,14.914,272.278015136719,22.82930709838867,-1.280692901611328
2022/07/05 19:57:05,1,2022/07/05 19:57:05,71824,269.5,48.003148,7.85703,-1.23,22.86,8.1,52.6,1.548,14.894,273.253356933594,22.83564682006836,-1.2543531799316407
2022/07/05 19:57:14,1,2022/07/05 19:57:14,71833,268.4,48.003345,7.856762,-1.13,22.96,8.3,52.8,1.699,15.046,271.948211669922,22.927163375854494,-1.1628366241455064
2022/07/05 19:57:42,1,2022/07/05 19:57:42,71861,266.7,48.003505,7.855335,-1.03,23.06,7.6,52.1,1.571,14.918,269.591735839844,23.011846282958984,-1.0781537170410143
2022/07/05 19:57:51,1,2022/07/05 19:57:51,71870,267.8,48.00359,7.85484,-0.92,23.17,7.1,51.6,1.521,14.868,271.420257568359,23.133731674194333,-0.9562683258056685
2022/07/05 19:58:00,1,2022/07/05 19:58:00,71880,266.6,48.00367,7.854313,-0.72,23.37,6.7,51.2,1.603,14.949,272.554809570312,23.341106262207028,-0.7488937377929734
2022/07/05 19:58:14,1,2022/07/05 19:58:14,71894,266.1,48.003873,7.853593,-0.56,23.47,5.9,50.8,1.509,14.938,272.158081054688,23.43852752685547,-0.5914724731445289
2022/07/05 19:58:23,1,2022/07/05 19:58:23,71903,267.8,48.004008,7.853063,-0.46,23.58,5.6,50.5,1.518,14.947,271.451110839844,23.543932220458984,-0.49606777954101405
2022/07/05 19:58:51,1,2022/07/05 19:58:51,71931,265.0,48.004452,7.851582,-0.46,23.58,5.8,50.8,1.58,15.009,269.392974853516,23.53055433654785,-0.5094456634521469
2022/07/05 19:59:00,1,2022/07/05 19:59:00,71940,264.3,48.00459,7.851127,-0.46,23.58,6.2,51.1,1.684,15.113,269.009033203125,23.52805871582031,-0.5119412841796871
2022/07/05 19:59:09,1,2022/07/05 19:59:09,71949,264.1,48.004733,7.850615,-0.49,23.47,5.5,51.0,1.437,14.979,268.515014648438,23.414847595214844,-0.5451524047851544
2022/07/05 19:59:18,1,2022/07/05 19:59:18,71957,263.1,48.00487,7.850038,-0.6,23.37,5.4,50.9,1.325,14.868,267.392913818359,23.307553939819336,-0.6624460601806653
2022/07/05 19:59:27,1,2022/07/05 19:59:27,71966,263.1,48.005042,7.849357,-0.6,23.37,5.1,50.6,1.243,14.786,267.86962890625,23.310652587890626,-0.6593474121093749
2022/07/05 19:59:52,1,2022/07/05 19:59:52,71992,260.6,48.00566,7.847685,-0.39,23.58,4.1,49.6,1.135,14.678,266.102569580078,23.509166702270505,-0.460833297729493
2022/07/05 20:00:01,1,2022/07/05 20:00:01,72001,261.2,48.005758,7.847232,-0.34,23.58,3.3,49.3,0.93,14.574,266.202606201172,23.509816940307616,-0.4101830596923827
2022/07/05 20:00:10,1,2022/07/05 20:00:10,72009,261.4,48.005877,7.84688,-0.34,23.58,3.3,49.2,0.909,14.554,266.388702392578,23.511026565551756,-0.40897343444824247
2022/07/05 20:00:19,1,2022/07/05 20:00:19,72018,262.1,48.005867,7.846723,-0.34,23.58,2.8,48.8,0.785,14.429,266.331024169922,23.510651657104493,-0.40934834289550553
2022/07/05 20:00:28,1,2022/07/05 20:00:28,72028,261.8,48.005877,7.846513,-0.24,23.68,2.8,48.8,0.873,14.518,266.331024169922,23.610651657104494,-0.3093483428955055
2022/07/05 20:00:56,1,2022/07/05 20:00:56,72055,266.7,48.005472,7.84482,-0.24,23.68,2.8,48.8,0.873,14.518,264.877014160156,23.601200592041014,-0.31879940795898576
2022/07/05 20:01:08,1,2022/07/05 20:01:08,72068,267.7,48.005268,7.844232,-0.15,23.68,2.6,48.8,0.893,14.518,265.386627197266,23.60451307678223,-0.2254869232177704
2022/07/05 20:01:17,1,2022/07/05 20:01:17,72076,266.7,48.005132,7.843978,-0.15,23.68,2.7,48.9,0.913,14.539,265.55810546875,23.605627685546875,-0.2243723144531252
2022/07/05 20:01:23,1,2022/07/05 20:01:23,72083,266.5,48.005093,7.843903,-0.05,23.78,3.5,49.7,1.254,14.879,265.55810546875,23.705627685546876,-0.1243723144531252
2022/07/05 20:01:30,1,2022/07/05 20:01:30,72090,266.6,48.005095,7.843903,-0.05,23.78,3.5,49.6,1.233,14.858,265.55810546875,23.705627685546876,-0.1243723144531252
