System_ID,Time_UTC,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude
1,05/07/2022 19:49,71380,275.1,47.998673,7.858352,-1.14,23.17,7.2,51,1.393,14.706,279.2889709
1,05/07/2022 19:49,71390,276.2,47.998515,7.858633,-1.25,23.06,7.1,50.9,1.263,14.576,279.8259583
1,05/07/2022 19:50,71417,278.3,47.997512,7.858263,-1.32,22.96,5,48.7,0.597,13.869,279.1705322
1,05/07/2022 19:50,71427,279.2,47.997262,7.858083,-1.42,22.86,5.1,48.9,0.552,13.823,278.3323669
1,05/07/2022 19:50,71432,280.5,47.997157,7.857952,-1.32,22.96,5.4,49.1,0.717,13.988,278.3323669
1,05/07/2022 19:50,71439,279.9,47.997218,7.857663,-1.32,22.96,4.9,48.6,0.577,13.849,278.9474182
1,05/07/2022 19:50,71446,277.4,47.997332,7.857293,-1.32,22.96,4.3,48,0.398,13.669,278.7133179
1,05/07/2022 19:51,71474,272.7,47.997482,7.857713,-1.4,22.86,5,48.7,0.539,13.764,278.7137451
1,05/07/2022 19:51,71483,272.6,47.997493,7.857867,-1.4,22.86,4.4,48.1,0.38,13.605,278.5476685
1,05/07/2022 19:51,71491,272.7,47.997573,7.858123,-1.4,22.86,4.6,48.3,0.44,13.665,279.1705322
1,05/07/2022 19:51,71501,273.1,47.997765,7.857945,-1.5,22.76,4.6,48.3,0.356,13.581,278.8952942
1,05/07/2022 19:51,71506,273.3,47.997722,7.857715,-1.4,22.86,5.8,49.4,0.757,13.982,278.7967834
1,05/07/2022 19:52,71535,277.6,47.99828,7.857018,-1.47,22.76,7.2,51,1.098,14.33,278.9038086
1,05/07/2022 19:52,71542,278.8,47.998413,7.857133,-1.57,22.65,7.7,51.5,1.147,14.379,278.96698
1,05/07/2022 19:52,71548,278.3,47.998405,7.857245,-1.67,22.55,8.8,52.6,1.371,14.602,278.96698
1,05/07/2022 19:52,71555,277.4,47.998223,7.857155,-1.67,22.55,8.8,52.5,1.351,14.583,278.6860352
1,05/07/2022 19:52,71561,278.4,47.998107,7.857223,-1.78,22.45,8.5,52.3,1.184,14.416,278.6914673
1,05/07/2022 19:53,71594,279.2,47.998247,7.858257,-1.75,22.45,8.6,52.6,1.229,14.513,279.3721313
1,05/07/2022 19:53,71602,279.8,47.998362,7.858465,-1.75,22.45,10,54,1.616,14.9,280.0068054
1,05/07/2022 19:53,71612,278.3,47.99853,7.858638,-1.65,22.55,10.6,54.6,1.883,15.167,279.8259583
1,05/07/2022 19:53,71631,278.9,47.998577,7.858597,-1.65,22.55,11.6,55.6,2.155,15.439,279.8259583
1,05/07/2022 19:54,71639,277.3,47.998725,7.858095,-1.65,22.55,9.8,53.8,1.649,14.933,279.2889709
1,05/07/2022 19:54,71668,275.2,47.998912,7.857723,-1.53,22.65,9.9,54,1.793,15.084,279.5714111
1,05/07/2022 19:54,71676,275.3,47.998967,7.8578,-1.53,22.65,9.6,53.6,1.695,14.986,279.4199524
1,05/07/2022 19:54,71686,275.5,47.999333,7.85802,-1.43,22.76,9.5,53.6,1.767,15.059,279.3024597
1,05/07/2022 19:54,71695,275.8,47.999675,7.858225,-1.43,22.76,9.1,53.1,1.649,14.941,279.0285645
1,05/07/2022 19:55,71704,277.5,48.000012,7.85842,-1.39,22.76,8.7,52.9,1.572,14.882,278.8248596
1,05/07/2022 19:55,71728,273.5,48.00104,7.858925,-1.39,22.76,8.9,53.1,1.631,14.941,276.9261169
1,05/07/2022 19:55,71735,272.6,48.001362,7.859022,-1.49,22.65,10.5,54.7,1.971,15.28,275.4421082
1,05/07/2022 19:55,71742,271.4,48.001642,7.859122,-1.49,22.65,10.6,54.8,2.01,15.319,275.1141968
1,05/07/2022 19:55,71750,269.7,48.001983,7.859317,-1.49,22.65,10.3,54.5,1.912,15.222,274.9300232
1,05/07/2022 19:56,71759,269.1,48.002293,7.859518,-1.49,22.65,9.9,54.1,1.814,15.124,274.5047302
1,05/07/2022 19:56,71787,272.7,48.002472,7.857973,-1.36,22.76,9.3,53.7,1.769,15.099,274.1624451
1,05/07/2022 19:56,71802,275,48.002503,7.857213,-1.25,22.86,9,53.4,1.783,15.112,273.0331726
1,05/07/2022 19:56,71816,269.7,48.002812,7.856962,-1.25,22.86,8.3,52.7,1.584,14.914,272.2780151
1,05/07/2022 19:57,71824,269.5,48.003148,7.85703,-1.23,22.86,8.1,52.6,1.548,14.894,273.2533569
1,05/07/2022 19:57,71833,268.4,48.003345,7.856762,-1.13,22.96,8.3,52.8,1.699,15.046,271.9482117
1,05/07/2022 19:57,71861,266.7,48.003505,7.855335,-1.03,23.06,7.6,52.1,1.571,14.918,269.5917358
1,05/07/2022 19:57,71870,267.8,48.00359,7.85484,-0.92,23.17,7.1,51.6,1.521,14.868,271.4202576
1,05/07/2022 19:58,71880,266.6,48.00367,7.854313,-0.72,23.37,6.7,51.2,1.603,14.949,272.5548096
1,05/07/2022 19:58,71894,266.1,48.003873,7.853593,-0.56,23.47,5.9,50.8,1.509,14.938,272.1580811
1,05/07/2022 19:58,71903,267.8,48.004008,7.853063,-0.46,23.58,5.6,50.5,1.518,14.947,271.4511108
1,05/07/2022 19:58,71931,265,48.004452,7.851582,-0.46,23.58,5.8,50.8,1.58,15.009,269.3929749
1,05/07/2022 19:59,71940,264.3,48.00459,7.851127,-0.46,23.58,6.2,51.1,1.684,15.113,269.0090332
1,05/07/2022 19:59,71949,264.1,48.004733,7.850615,-0.49,23.47,5.5,51,1.437,14.979,268.5150146
1,05/07/2022 19:59,71957,263.1,48.00487,7.850038,-0.6,23.37,5.4,50.9,1.325,14.868,267.3929138
1,05/07/2022 19:59,71966,263.1,48.005042,7.849357,-0.6,23.37,5.1,50.6,1.243,14.786,267.8696289
1,05/07/2022 19:59,71992,260.6,48.00566,7.847685,-0.39,23.58,4.1,49.6,1.135,14.678,266.1025696
1,05/07/2022 20:00,72001,261.2,48.005758,7.847232,-0.34,23.58,3.3,49.3,0.93,14.574,266.2026062
1,05/07/2022 20:00,72009,261.4,48.005877,7.84688,-0.34,23.58,3.3,49.2,0.909,14.554,266.3887024
1,05/07/2022 20:00,72018,262.1,48.005867,7.846723,-0.34,23.58,2.8,48.8,0.785,14.429,266.3310242
1,05/07/2022 20:00,72028,261.8,48.005877,7.846513,-0.24,23.68,2.8,48.8,0.873,14.518,266.3310242
1,05/07/2022 20:00,72055,266.7,48.005472,7.84482,-0.24,23.68,2.8,48.8,0.873,14.518,264.8770142
1,05/07/2022 20:01,72068,267.7,48.005268,7.844232,-0.15,23.68,2.6,48.8,0.893,14.518,265.3866272
1,05/07/2022 20:01,72076,266.7,48.005132,7.843978,-0.15,23.68,2.7,48.9,0.913,14.539,265.5581055
1,05/07/2022 20:01,72083,266.5,48.005093,7.843903,-0.05,23.78,3.5,49.7,1.254,14.879,265.5581055
1,05/07/2022 20:01,72090,266.6,48.005095,7.843903,-0.05,23.78,3.5,49.6,1.233,14.858,265.5581055
1,05/07/2022 20:01,72114,264.6,48.005128,7.843587,-0.05,23.78,3.2,49.3,1.149,14.774,265.7446594
1,05/07/2022 20:02,72124,265,48.004965,7.843335,0.04,23.78,2.9,49.6,1.13,14.837,265.531311
1,05/07/2022 20:02,72133,264.9,48.004753,7.842973,0.04,23.78,2.5,49.1,1.004,14.712,264.904541
1,05/07/2022 20:02,72142,266.1,48.004507,7.842593,0.14,23.88,2.1,48.8,0.989,14.696,264.6976013
1,05/07/2022 20:02,72150,267,48.00429,7.842222,0.14,23.88,2,48.6,0.947,14.654,265.1411133
1,05/07/2022 20:02,72179,269.3,48.003828,7.841235,0.14,23.88,2,48.7,0.968,14.675,266.145813
1,05/07/2022 20:03,72185,270.1,48.003882,7.841163,0.2,23.88,1.8,48.8,0.948,14.717,266.1170044
1,05/07/2022 20:03,72194,270,48.00388,7.841165,0.3,23.99,1.9,49,1.081,14.85,266.1170044
1,05/07/2022 20:03,72201,270,48.00388,7.841165,0.2,23.88,1.9,48.9,0.969,14.738,266.1170044
1,05/07/2022 20:03,72207,270,48.00388,7.841165,0.2,23.88,1.9,49,0.99,14.76,266.1170044
1,05/07/2022 20:03,72235,269.6,48.003675,7.841093,0.3,23.99,1.7,48.7,0.996,14.765,266.3826294
1,05/07/2022 20:04,72244,268.4,48.003433,7.840857,0.37,23.99,0.7,48.2,0.768,14.616,267.1501465
1,05/07/2022 20:04,72253,267,48.003218,7.840463,0.37,23.99,0.4,47.9,0.683,14.531,267.8469543
1,05/07/2022 20:04,72262,266.4,48.003083,7.840022,0.37,23.99,0.5,48.1,0.726,14.574,268.2902527
1,05/07/2022 20:04,72270,265.6,48.00296,7.83958,0.37,23.99,0.6,48.1,0.747,14.595,267.9627075
1,05/07/2022 20:04,72299,270.6,48.002817,7.839157,0.37,23.99,0.3,47.8,0.641,14.489,268.228302
1,05/07/2022 20:05,72307,270.5,48.002668,7.838993,0.43,23.99,-0.3,47.6,0.536,14.447,268.8721924
1,05/07/2022 20:05,72317,270,48.002368,7.838738,0.43,23.99,-0.3,47.6,0.515,14.425,269.710968
1,05/07/2022 20:05,72322,269.5,48.002152,7.83864,0.53,24.09,-0.7,47.2,0.497,14.407,269.9810486
1,05/07/2022 20:05,72329,270.3,48.001897,7.838525,0.53,24.09,-0.8,47.1,0.475,14.385,270.0820007
1,05/07/2022 20:05,72355,272.8,48.001168,7.8382,0.53,24.09,-1,46.9,0.411,14.321,269.5323792
1,05/07/2022 20:06,72362,272.9,48.001168,7.838197,0.71,24.19,-2.3,45.9,0.154,14.108,269.5323792
1,05/07/2022 20:06,72371,273.7,48.001103,7.838155,0.71,24.19,-2.4,45.9,0.133,14.087,269.5444641
1,05/07/2022 20:06,72377,274.2,48.001243,7.837878,0.71,24.19,-2.7,45.6,0.047,14.001,269.07724
1,05/07/2022 20:06,72386,273.2,48.001465,7.837398,0.81,24.29,-1.8,46.4,0.392,14.346,268.430542
1,05/07/2022 20:06,72414,267.8,48.002043,7.835892,0.71,24.19,-1.7,46.6,0.348,14.302,266.44104
1,05/07/2022 20:07,72423,265.8,48.002193,7.835415,0.87,24.29,-2.4,46.2,0.269,14.281,265.8453064
1,05/07/2022 20:07,72432,265,48.002365,7.834915,0.77,24.19,-2.1,46.5,0.269,14.28,265.7235413
1,05/07/2022 20:07,72440,264.7,48.002497,7.834433,0.77,24.19,-1.8,46.8,0.355,14.366,265.5913391
1,05/07/2022 20:07,72447,264.8,48.002558,7.834087,0.77,24.19,-2.4,46.2,0.183,14.194,265.8692627
1,05/07/2022 20:07,72475,264.5,48.002488,7.832397,0.77,24.19,-2.4,46.2,0.183,14.194,263.9482117
1,05/07/2022 20:08,72482,264.4,48.002418,7.83203,0.41,23.78,-1.5,47.3,0.139,14.167,263.252594
1,05/07/2022 20:08,72492,263.4,48.002417,7.831993,0.41,23.78,-1.6,47.2,0.118,14.145,263.252594
1,05/07/2022 20:08,72499,265.5,48.002477,7.832327,0.31,23.68,-1.7,47.1,-0.01,14.018,263.9482117
1,05/07/2022 20:08,72506,266.2,48.002542,7.832663,0.2,23.58,-1.2,47.7,0.07,14.098,264.6744995
1,05/07/2022 20:08,72534,263.7,48.002958,7.832947,0.2,23.58,-1.6,47.3,-0.054,13.974,263.2232361
1,05/07/2022 20:09,72543,261.3,48.00314,7.832427,0.25,23.58,-1.5,47.3,-0.001,13.994,261.7901611
1,05/07/2022 20:09,72550,260.9,48.003268,7.832007,0.25,23.58,-1.5,47.4,0.019,14.015,261.4267883
1,05/07/2022 20:09,72556,261.3,48.003397,7.831623,0.15,23.47,-1.4,47.5,-0.045,13.95,260.7137146
1,05/07/2022 20:09,72565,262.1,48.003622,7.831095,0.05,23.37,-1.2,47.7,-0.069,13.927,259.509613
1,05/07/2022 20:09,72593,261.9,48.004285,7.829365,-0.36,22.96,-0.5,48.4,-0.227,13.769,257.688385
1,05/07/2022 20:10,72602,262,48.004473,7.828838,-0.28,22.96,-0.6,48.7,-0.191,13.869,257.9582214
1,05/07/2022 20:10,72610,261.8,48.004657,7.828348,-0.18,23.06,-0.8,48.6,-0.146,13.914,257.7572632
1,05/07/2022 20:10,72617,260.8,48.00479,7.828002,0.13,23.37,-1.1,48.3,0.031,14.09,257.6090393
1,05/07/2022 20:10,72625,259.1,48.00499,7.827508,0.33,23.58,-2.1,47.3,-0.086,13.974,257.190155
1,05/07/2022 20:10,72654,259.8,48.005568,7.825952,0.44,23.68,-2.6,46.8,-0.146,13.914,254.708252
1,05/07/2022 20:11,72666,260.4,48.00561,7.825785,0.54,23.68,-2.9,46.8,-0.15,13.914,254.708252
1,05/07/2022 20:11,72671,260.5,48.00561,7.825783,0.54,23.68,-3.5,46.1,-0.338,13.726,254.708252
1,05/07/2022 20:11,72681,260.6,48.00561,7.825783,0.54,23.68,-2.3,47.4,0.037,14.101,254.708252
1,05/07/2022 20:11,72690,260.7,48.005612,7.825777,0.54,23.68,-3.2,46.4,-0.254,13.809,254.708252
1,05/07/2022 20:11,72718,257.6,48.006012,7.824652,0.64,23.78,-4.2,45.5,-0.442,13.621,253.9111938
1,05/07/2022 20:12,72727,256,48.006317,7.824842,0.7,23.78,-4.1,45.7,-0.384,13.684,253.0159149
1,05/07/2022 20:12,72741,256.2,48.006687,7.825052,0.7,23.78,-4.1,45.8,-0.363,13.705,252.2023773
1,05/07/2022 20:12,72750,255.9,48.006617,7.824975,0.59,23.68,-4.1,45.8,-0.447,13.622,252.4364319
1,05/07/2022 20:12,72764,256.3,48.006313,7.824835,0.59,23.68,-4.1,45.8,-0.447,13.622,253.0159149
1,05/07/2022 20:13,72792,253.5,48.006742,7.82435,0.55,23.58,-4.1,45.9,-0.495,13.58,253.2347717
1,05/07/2022 20:13,72801,253.4,48.006835,7.824368,0.55,23.58,-3.8,46.3,-0.391,13.684,252.7682343
1,05/07/2022 20:13,72815,253.3,48.006883,7.82422,0.45,23.47,-3.4,46.6,-0.372,13.703,253.0059967
1,05/07/2022 20:13,72824,254.2,48.00712,7.823938,0.14,23.17,1.3,51.4,0.733,14.807,252.5631561
1,05/07/2022 20:14,72842,251,48.007375,7.823523,0.01,22.96,1.7,52,0.719,14.806,251.7597046
1,05/07/2022 20:14,72870,243.7,48.007885,7.822965,-0.4,22.55,0.8,51.1,0.087,14.174,251.2687836
1,05/07/2022 20:14,72879,245,48.007767,7.822808,-0.51,22.45,3.7,53.9,0.793,14.88,251.2687836
1,05/07/2022 20:14,72889,247,48.007552,7.822548,-0.61,22.35,4.4,54.7,0.894,14.981,250.4660187
1,05/07/2022 20:14,72898,246.9,48.007718,7.822188,-0.81,22.14,6.8,57.1,1.375,15.462,249.244339
1,05/07/2022 20:15,72912,244.1,48.008093,7.821965,-0.86,22.04,4.8,55.4,0.762,14.895,247.3177032
1,05/07/2022 20:15,72940,243.9,48.008832,7.822675,-0.86,22.04,2.6,53.2,0.177,14.31,249.3945313
1,05/07/2022 20:15,72949,245.5,48.00909,7.822903,-0.75,22.14,1.7,52.4,0.038,14.171,246.3562164
1,05/07/2022 20:15,72958,245.9,48.009343,7.823158,-0.65,22.25,2,52.6,0.202,14.335,246.2436371
1,05/07/2022 20:16,72966,248.9,48.009415,7.823073,-0.5,22.35,1.2,52,0.133,14.251,246.2436371
1,05/07/2022 20:16,72975,246.4,48.0092,7.82259,-0.5,22.35,2.4,53.2,0.46,14.577,245.3339996
1,05/07/2022 20:16,73003,238,48.009387,7.82161,-0.8,22.04,3.6,54.3,0.495,14.612,241.5808868
1,05/07/2022 20:16,73012,237.6,48.009385,7.821622,-0.9,21.94,5.1,55.9,0.817,14.935,241.5808868
1,05/07/2022 20:17,73032,238,48.00921,7.821007,-0.96,21.83,6.1,57,1.013,15.122,241.2005005
1,05/07/2022 20:17,73040,239.6,48.009088,7.82097,-0.96,21.83,6,56.9,0.994,15.103,241.2005005
1,05/07/2022 20:17,73049,239.2,48.008868,7.821102,-0.96,21.83,4.1,55,0.491,14.6,241.6847839
1,05/07/2022 20:17,73075,239.1,48.008278,7.820702,-0.96,21.83,4.3,55.2,0.547,14.656,241.6576233
1,05/07/2022 20:18,73082,239,48.008207,7.820475,-1.01,21.73,5.9,57,0.903,15.029,240.5635376
1,05/07/2022 20:18,73091,239.3,48.008212,7.820198,-0.91,21.83,4.5,55.6,0.642,14.768,240.5689697
1,05/07/2022 20:18,73097,239.5,48.00823,7.820007,-0.91,21.83,3.6,54.7,0.4,14.526,240.5689697
1,05/07/2022 20:18,73106,239.8,48.008103,7.820122,-0.8,21.94,3.7,54.8,0.509,14.634,243.6625519
1,05/07/2022 20:18,73134,242.1,48.007433,7.82045,-0.6,22.14,1.4,52.5,0.083,14.209,251.2911682
1,05/07/2022 20:19,73143,247.4,48.007175,7.820512,-0.55,22.14,1.5,52.9,0.148,14.323,252.9534912
1,05/07/2022 20:19,73152,250.1,48.00691,7.820493,-0.34,22.35,1.2,52.6,0.248,14.424,253.9825897
