System_ID,Time_UTC,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude
1,6/29/2022 20:18,73135,246.8,48.03625,7.870765,-1.17,21.43,4.9,69.9,0.284,18.078,243.3327637
1,6/29/2022 20:19,73141,247.7,48.036488,7.870917,-1.04,21.53,4.7,69.8,0.354,18.172,244.6938934
1,6/29/2022 20:19,73148,248.2,48.03677,7.871043,-1.14,21.43,4.5,69.6,0.205,18.024,246.9187012
1,6/29/2022 20:19,73157,250.2,48.0371,7.87117,-1.14,21.43,4.6,69.7,0.223,18.042,247.6233215
1,6/29/2022 20:19,73166,252.3,48.037413,7.871302,-1.14,21.43,4.5,69.6,0.205,18.024,248.2353821
1,6/29/2022 20:19,73190,253.9,48.03797,7.8716,-1.14,21.43,4.7,69.8,0.242,18.06,249.1150208
1,6/29/2022 20:19,73197,253.6,48.0382,7.871687,-1.14,21.43,4.6,69.7,0.223,18.042,248.4559326
1,6/29/2022 20:20,73207,252,48.03848,7.871883,-1,21.53,4.4,69.6,0.336,18.136,248.3921051
1,6/29/2022 20:20,73216,254.3,48.038193,7.872042,-1,21.53,4.4,69.6,0.318,18.118,248.7262573
1,6/29/2022 20:20,73225,256.8,48.037885,7.872175,-1,21.53,4.4,69.6,0.318,18.118,249.5378113
1,6/29/2022 20:20,73249,258.9,48.038402,7.871795,-1,21.53,4.3,69.5,0.3,18.099,248.3921051
1,6/29/2022 20:20,73256,257.9,48.03868,7.871558,-1,21.53,4.1,69.3,0.263,18.063,249.5091705
1,6/29/2022 20:21,73263,256.6,48.038933,7.871245,-0.45,22.04,3.5,68.9,0.716,18.518,250.6867676
1,6/29/2022 20:21,73285,252.5,48.040002,7.869917,-0.25,22.25,3.3,68.7,0.908,18.71,245.0316162
1,6/29/2022 20:21,73293,251,48.040505,7.869562,-0.14,22.35,3.5,68.8,1.063,18.865,244.1744843
1,6/29/2022 20:22,73322,248.4,48.041402,7.868872,-0.09,22.35,3.6,69.1,1.155,18.942,242.5578461
1,6/29/2022 20:22,73330,249.3,48.041147,7.868648,-0.19,22.25,3.7,69.3,1.076,18.863,243.3930511
1,6/29/2022 20:22,73339,248.5,48.040877,7.868293,-0.19,22.25,3.5,69,1,18.787,244.3676147
1,6/29/2022 20:22,73353,250.6,48.040442,7.867807,-0.09,22.35,3,68.6,1.001,18.788,245.1018829
1,6/29/2022 20:22,73363,251.3,48.040168,7.867498,0.01,22.45,3,68.5,1.117,18.904,244.923645
1,6/29/2022 20:23,73396,250,48.03894,7.866873,0.14,22.55,2.4,68,1.086,18.885,243.6685486
1,6/29/2022 20:23,73404,249.3,48.038498,7.866737,0.14,22.55,2.5,68.2,1.125,18.924,242.6967316
1,6/29/2022 20:23,73413,246.6,48.037995,7.866527,0.14,22.55,2.6,68.2,1.144,18.943,241.3686371
1,6/29/2022 20:23,73423,244.1,48.037442,7.866288,0.04,22.45,2.8,68.5,1.086,18.885,241.0409241
1,6/29/2022 20:23,73432,242.7,48.037033,7.866103,0.04,22.45,3,68.7,1.144,18.943,239.9022369
1,6/29/2022 20:24,73457,241.5,48.037267,7.864763,-0.06,22.35,3,68.8,1.042,18.865,236.8629761
1,6/29/2022 20:24,73463,241.8,48.037333,7.864617,-0.36,22.04,3.3,69.1,0.771,18.594,236.8629761
1,6/29/2022 20:24,73475,241.7,48.037332,7.864608,-0.46,21.94,3.4,69.2,0.656,18.479,236.8629761
1,6/29/2022 20:24,73482,241.7,48.037333,7.864608,-0.46,21.94,3.5,69.3,0.694,18.516,236.8629761
1,6/29/2022 20:24,73491,241.7,48.037333,7.864608,-0.36,22.04,3.6,69.4,0.827,18.65,236.8629761
1,6/29/2022 20:25,73519,241.6,48.037333,7.864608,-0.34,22.04,3.8,69.6,0.92,18.726,236.8629761
1,6/29/2022 20:25,73528,241.6,48.037333,7.864608,-0.44,21.94,3.6,69.4,0.748,18.554,236.8629761
1,6/29/2022 20:25,73537,241.6,48.037333,7.864608,-0.34,22.04,3.4,69.2,0.806,18.612,236.8629761
1,6/29/2022 20:25,73551,241.1,48.037163,7.864258,-0.34,22.04,3.5,69.3,0.825,18.631,235.7677917
1,6/29/2022 20:26,73565,241.3,48.036723,7.86409,-0.42,21.94,3.2,69.2,0.672,18.479,235.2841949
1,6/29/2022 20:26,73593,240.2,48.035838,7.863895,-0.42,21.94,3.3,69.2,0.691,18.498,234.6239471
1,6/29/2022 20:26,73602,240.4,48.035537,7.863807,-0.52,21.83,3.6,69.5,0.651,18.458,234.5227051
1,6/29/2022 20:26,73611,240.1,48.035225,7.863697,-0.62,21.73,3.8,69.7,0.593,18.399,234.4640198
1,6/29/2022 20:27,73619,240.4,48.034928,7.863578,-0.62,21.73,3.7,69.6,0.556,18.362,234.2485046
1,6/29/2022 20:27,73628,240.2,48.034755,7.863498,-0.6,21.73,3.6,69.6,0.563,18.362,234.4188385
1,6/29/2022 20:27,73656,240.5,48.034655,7.863442,-0.7,21.63,3.6,69.6,0.449,18.249,234.8928223
1,6/29/2022 20:27,73665,240.6,48.034315,7.86324,-0.7,21.63,3.8,69.8,0.486,18.285,236.7810974
1,6/29/2022 20:27,73675,240.7,48.033948,7.863105,-0.7,21.63,3.9,69.9,0.523,18.322,237.8529205
1,6/29/2022 20:28,73684,240.1,48.033585,7.862992,-0.78,21.53,3.7,69.9,0.391,18.209,239.5068512
1,6/29/2022 20:28,73693,239.8,48.033218,7.862932,-0.78,21.53,4.1,70.3,0.482,18.3,239.3350067
1,6/29/2022 20:28,73721,241.5,48.032092,7.862885,-1.29,21.02,4.5,70.7,0.011,17.829,237.6690521
1,6/29/2022 20:28,73730,241.7,48.031725,7.862952,-1.39,20.91,4.5,70.7,-0.1,17.718,238.5915375
1,6/29/2022 20:28,73738,242.1,48.03137,7.862972,-1.5,20.81,4.5,70.7,-0.21,17.608,238.8580475
1,6/29/2022 20:29,73750,242.6,48.030947,7.86279,-1.57,20.71,4.4,70.7,-0.32,17.498,238.9588623
1,6/29/2022 20:29,73761,242.4,48.030522,7.86242,-1.57,20.71,4.4,70.7,-0.32,17.498,238.9503632
1,6/29/2022 20:29,73790,242.9,48.029598,7.861522,-1.27,21.02,4.4,70.7,0.01,17.829,238.960907
1,6/29/2022 20:30,73802,243.4,48.029177,7.861158,-1.22,21.02,4.3,70.7,0.036,17.829,239.3281708
1,6/29/2022 20:30,73808,243.5,48.028957,7.860997,-1.12,21.12,4.3,70.7,0.148,17.94,238.9496613
1,6/29/2022 20:30,73817,243.6,48.028643,7.860795,-1.12,21.12,4.3,70.7,0.148,17.94,239.4544067
1,6/29/2022 20:30,73826,243.8,48.028358,7.860597,-0.92,21.32,4.3,70.6,0.372,18.165,239.4273529
1,6/29/2022 20:31,73864,241.3,48.027392,7.860022,-0.89,21.32,4.2,70.6,0.387,18.165,241.5242157
1,6/29/2022 20:31,73870,241.7,48.027423,7.860065,-0.89,21.32,4.2,70.6,0.387,18.165,241.5242157
1,6/29/2022 20:31,73877,243,48.02773,7.860005,-0.89,21.32,4.2,70.6,0.387,18.165,240.671051
1,6/29/2022 20:31,73886,243.4,48.028062,7.860148,-0.89,21.32,4.2,70.6,0.387,18.165,240.2464447
1,6/29/2022 20:31,73894,244.3,48.02822,7.859887,-0.89,21.32,4.2,70.6,0.387,18.165,239.8864288
1,6/29/2022 20:32,73923,245,48.028073,7.858678,-0.54,21.63,3.7,70.3,0.644,18.433,239.9739532
1,6/29/2022 20:32,73931,244.4,48.027747,7.858475,-0.54,21.63,3.6,70.2,0.607,18.396,240.1225891
1,6/29/2022 20:32,73941,244.2,48.0274,7.858252,-0.44,21.73,3.4,70,0.666,18.455,239.8973541
1,6/29/2022 20:32,73950,245.2,48.02712,7.858028,-0.34,21.83,2.7,69.3,0.613,18.402,239.5050049
1,6/29/2022 20:32,73958,245.6,48.02692,7.858065,-0.23,21.94,2.6,69.2,0.69,18.479,239.7032471
1,6/29/2022 20:33,73987,244.4,48.026822,7.859367,-0.18,21.94,2.4,69.2,0.705,18.479,242.5294952
1,6/29/2022 20:33,73993,244.8,48.026758,7.859213,-0.08,22.04,3,69.8,0.989,18.763,242.5294952
1,6/29/2022 20:33,73999,244,48.02671,7.858983,-0.08,22.04,2.7,69.4,0.895,18.669,242.4949036
1,6/29/2022 20:33,74009,244.2,48.02664,7.85875,-0.08,22.04,2.3,69.1,0.801,18.575,241.6558685
1,6/29/2022 20:33,74018,244.6,48.026432,7.858603,-0.08,22.04,2,68.8,0.725,18.499,241.9228058
1,6/29/2022 20:34,74046,245.8,48.026348,7.858228,-0.16,21.94,2,68.8,0.607,18.385,241.0210266
1,6/29/2022 20:34,74055,244.8,48.026268,7.858468,-0.16,21.94,2.2,69,0.663,18.441,242.2251587
1,6/29/2022 20:34,74064,244.7,48.026268,7.858482,-0.16,21.94,2.5,69.4,0.757,18.535,242.2251587
1,6/29/2022 20:34,74072,244.7,48.026257,7.858483,-0.16,21.94,2.7,69.5,0.795,18.573,242.2251587
1,6/29/2022 20:34,74082,244.8,48.026222,7.858472,-0.16,21.94,2.7,69.5,0.795,18.573,242.2251587
