Time_UTC,System_ID,Time_UTC,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted
6/29/2022 19:42,1,6/29/2022 19:42,70946,288.0,48.002617,7.854585,0.27,24.4,7.1,64.6,2.792,20.089,273.6608582,24.378295578299998,0.24829557829999915
6/29/2022 19:42,1,6/29/2022 19:42,70952,286.5,48.002933,7.85467,0.07,24.19,7.4,64.9,2.634,19.931,273.0662231,24.16443045015,0.04443045014999897
6/29/2022 19:42,1,6/29/2022 19:42,70957,285.6,48.003167,7.854713,0.07,24.19,7.4,64.9,2.634,19.931,272.7416992,24.162321044800002,0.04232104480000104
6/29/2022 19:42,1,6/29/2022 19:42,70964,285.5,48.003348,7.854757,-0.04,24.09,7.2,64.8,2.47,19.767,272.0272217,24.05767694105,-0.07232305894999855
6/29/2022 19:42,1,6/29/2022 19:42,70974,284.1,48.003403,7.854788,-0.04,24.09,7.2,64.8,2.47,19.767,272.0272217,24.05767694105,-0.07232305894999855
6/29/2022 19:43,1,6/29/2022 19:43,71001,282.2,48.004,7.854867,-0.13,23.99,7.2,65.0,2.356,19.71,270.5345764,23.9479747466,-0.17202525339999852
6/29/2022 19:43,1,6/29/2022 19:43,71011,281.3,48.004477,7.854975,-0.13,23.99,7.3,65.1,2.377,19.732,270.4810486,23.947626815899998,-0.17237318410000058
6/29/2022 19:43,1,6/29/2022 19:43,71020,279.9,48.004948,7.855028,-0.13,23.99,7.5,65.3,2.44,19.795,270.5155029,23.94785076885,-0.17214923114999892
6/29/2022 19:43,1,6/29/2022 19:43,71029,278.9,48.005478,7.855127,-0.13,23.99,7.5,65.3,2.44,19.795,269.9701843,23.94430619795,-0.17569380204999974
6/29/2022 19:47,1,6/29/2022 19:47,71223,233.5,48.009205,7.855908,-0.43,23.58,8.9,66.9,2.467,19.793,263.9405212,23.495113387799996,-0.5148866122000018
6/29/2022 19:47,1,6/29/2022 19:47,71231,245.0,48.009315,7.855977,-0.54,23.47,8.9,66.9,2.346,19.672,263.9405212,23.385113387799997,-0.6248866122000019
6/29/2022 19:47,1,6/29/2022 19:47,71260,248.1,48.0094,7.856013,-0.54,23.47,9.2,67.3,2.449,19.775,263.9104309,23.384917800849998,-0.6250821991500013
6/29/2022 19:47,1,6/29/2022 19:47,71274,248.3,48.009395,7.856017,-0.54,23.47,9.1,67.2,2.408,19.734,263.9405212,23.385113387799997,-0.6248866122000019
6/29/2022 19:48,1,6/29/2022 19:48,71282,253.1,48.00947,7.856055,-0.5,23.47,9.0,67.4,2.412,19.816,263.9104309,23.384917800849998,-0.5850821991500013
6/29/2022 19:48,1,6/29/2022 19:48,71291,258.2,48.009788,7.856358,-0.6,23.37,8.5,67.0,2.147,19.552,263.5553589,23.28260983285,-0.6873901671500015
6/29/2022 19:48,1,6/29/2022 19:48,71301,261.6,48.01014,7.856612,-0.6,23.37,8.5,67.0,2.147,19.552,261.9936829,23.27245893885,-0.6975410611500003
6/29/2022 19:48,1,6/29/2022 19:48,71326,272.5,48.01083,7.85734,-0.7,23.27,8.5,66.9,2.007,19.411,261.5198669,23.16937913485,-0.8006208651499989
6/29/2022 19:49,1,6/29/2022 19:49,71342,282.6,48.010452,7.858157,-0.96,22.96,8.9,67.5,1.816,19.217,264.6058655,22.87943812575,-1.0405618742500016
6/29/2022 19:49,1,6/29/2022 19:49,71362,285.9,48.010063,7.85912,-0.96,22.96,8.9,67.5,1.816,19.217,264.5817871,22.87928161615,-1.0407183838500016
6/29/2022 19:49,1,6/29/2022 19:49,71371,282.9,48.009912,7.859612,-0.96,22.96,8.8,67.4,1.776,19.177,263.15271,22.869992615,-1.0500073849999998
6/29/2022 19:49,1,6/29/2022 19:49,71379,285.7,48.00971,7.860117,-0.96,22.96,8.8,67.4,1.796,19.196,263.3408203,22.87121533195,-1.0487846680499997
6/29/2022 19:57,1,6/29/2022 19:57,71845,271.1,48.01393,7.861212,-1.44,22.14,8.9,69.6,1.192,18.823,265.7024841,22.06656614665,-1.51343385335
6/29/2022 19:57,1,6/29/2022 19:57,71854,271.2,48.013927,7.86121,-1.44,22.14,9.0,69.6,1.211,18.842,265.7024841,22.06656614665,-1.51343385335
6/29/2022 19:57,1,6/29/2022 19:57,71860,271.1,48.01392,7.86121,-1.44,22.14,9.1,69.7,1.23,18.861,265.7024841,22.06656614665,-1.51343385335
6/29/2022 19:57,1,6/29/2022 19:57,71867,271.1,48.013917,7.861208,-1.44,22.14,9.1,69.7,1.23,18.861,265.7024841,22.06656614665,-1.51343385335
6/29/2022 19:58,1,6/29/2022 19:58,71891,271.6,48.013988,7.86136,-1.38,22.14,8.8,69.7,1.215,18.861,266.7534485,22.07339741525,-1.4466025847500008
6/29/2022 19:58,1,6/29/2022 19:58,71898,272.5,48.014082,7.861572,-1.38,22.14,8.7,69.6,1.196,18.842,269.1132507,22.08873612955,-1.4312638704500005
6/29/2022 19:58,1,6/29/2022 19:58,71905,275.0,48.014152,7.861787,-1.48,22.04,8.6,69.5,1.042,18.688,270.9295044,22.0005417786,-1.5194582214000003
6/29/2022 19:58,1,6/29/2022 19:58,71913,278.6,48.014245,7.862083,-1.58,21.94,8.7,69.6,0.946,18.591,273.3358765,21.91618319725,-1.6038168027500017
6/29/2022 19:58,1,6/29/2022 19:58,71925,282.9,48.014323,7.862433,-1.58,21.94,9.0,69.9,1.021,18.666,273.8435364,21.919482986600002,-1.6005170133999993
6/29/2022 19:59,1,6/29/2022 19:59,71956,289.3,48.014457,7.863537,-1.64,21.83,9.2,70.3,1.016,18.663,275.824646,21.822360199,-1.6476398009999997
6/29/2022 19:59,1,6/29/2022 19:59,71965,290.1,48.01447,7.86392,-1.74,21.73,9.3,70.4,0.919,18.566,276.9687805,21.72979707325,-1.7402029267499992
6/29/2022 19:59,1,6/29/2022 19:59,71972,291.1,48.014478,7.864153,-1.74,21.73,9.4,70.4,0.938,18.585,278.1251221,21.73731329365,-1.7326867063499998
6/29/2022 19:59,1,6/29/2022 19:59,71980,292.0,48.014473,7.864495,-1.74,21.73,9.5,70.5,0.956,18.603,279.8845825,21.748749786250002,-1.7212502137499983
6/29/2022 19:59,1,6/29/2022 19:59,71987,292.7,48.014455,7.864743,-1.74,21.73,9.5,70.6,0.975,18.622,279.8845825,21.748749786250002,-1.7212502137499983
6/29/2022 20:00,1,6/29/2022 20:00,72015,296.1,48.014793,7.865123,-1.81,21.63,9.2,70.5,0.797,18.488,284.9859009,21.68190835585,-1.7580916441500007
6/29/2022 20:00,1,6/29/2022 20:00,72024,297.1,48.015053,7.864912,-1.81,21.63,9.2,70.5,0.797,18.488,283.6344604,21.6731239926,-1.7668760073999983
6/29/2022 20:00,1,6/29/2022 20:00,72030,296.8,48.015228,7.864717,-1.91,21.53,9.0,70.3,0.628,18.319,283.5767212,21.5727486878,-1.8672513122000003
6/29/2022 20:00,1,6/29/2022 20:00,72037,296.8,48.015395,7.864443,-2.01,21.43,9.3,70.6,0.587,18.278,285.8693542,21.4876508023,-1.9523491977000003
6/29/2022 20:00,1,6/29/2022 20:00,72046,298.4,48.015552,7.864005,-2.11,21.32,8.9,70.3,0.384,18.074,286.3974915,21.38108369475,-2.04891630525
6/29/2022 20:01,1,6/29/2022 20:01,72074,301.3,48.015453,7.862562,-1.75,21.63,8.3,69.9,0.608,18.322,283.7671814,21.6739866791,-1.7060133208999986
6/29/2022 20:01,1,6/29/2022 20:01,72083,302.2,48.015287,7.862105,-1.65,21.73,7.8,69.5,0.611,18.325,281.309845,21.7580139925,-1.6219860074999999
6/29/2022 20:01,1,6/29/2022 20:01,72097,301.0,48.015428,7.86142,-1.55,21.83,7.8,69.5,0.725,18.439,279.5879517,21.84682168605,-1.533178313949999
6/29/2022 20:01,1,6/29/2022 20:01,72106,295.9,48.015868,7.861465,-1.55,21.83,8.1,69.7,0.8,18.514,279.7032776,21.8475713044,-1.5324286955999995
6/29/2022 20:01,1,6/29/2022 20:01,72114,290.7,48.016348,7.86163,-1.55,21.83,8.1,69.7,0.8,18.514,276.9304199,21.829547729349997,-1.5504522706500012
6/29/2022 20:02,1,6/29/2022 20:02,72148,287.0,48.018243,7.862053,-1.38,21.94,7.9,69.7,0.916,18.629,273.7401123,21.91881072995,-1.4011892700500015
6/29/2022 20:02,1,6/29/2022 20:02,72157,283.1,48.01882,7.861957,-1.28,22.04,7.8,69.6,1.013,18.726,270.1964722,21.9957770693,-1.3242229306999984
6/29/2022 20:02,1,6/29/2022 20:02,72163,282.1,48.019212,7.86191,-1.28,22.04,7.7,69.6,0.994,18.707,269.3282471,21.99013360615,-1.3298663938499995
6/29/2022 20:02,1,6/29/2022 20:02,72170,280.0,48.019665,7.861978,-1.18,22.14,7.4,69.3,1.034,18.747,268.5976257,22.08538456705,-1.2346154329500012
6/29/2022 20:03,1,6/29/2022 20:03,72184,280.7,48.02023,7.86232,-1.01,22.25,7.2,69.3,1.16,18.863,267.6079712,22.1889518128,-1.0710481872000008
6/29/2022 20:03,1,6/29/2022 20:03,72211,286.7,48.019813,7.863113,-1.01,22.25,7.1,69.1,1.122,18.825,271.5867004,22.2148135526,-1.045186447400001
6/29/2022 20:03,1,6/29/2022 20:03,72217,285.8,48.019667,7.863187,-0.81,22.45,7.0,69.0,1.336,19.04,271.5867004,22.4148135526,-0.845186447400001
6/29/2022 20:03,1,6/29/2022 20:03,72228,285.5,48.019412,7.863223,-0.81,22.45,6.8,68.9,1.298,19.001,272.384613,22.4199999845,-0.8400000155000007
6/29/2022 20:03,1,6/29/2022 20:03,72233,287.4,48.019258,7.86321,-0.81,22.45,6.8,68.9,1.298,19.001,273.2819519,22.42583268735,-0.8341673126500004
6/29/2022 20:04,1,6/29/2022 20:04,72243,287.6,48.019172,7.863218,-0.76,22.45,6.7,69.1,1.329,19.059,273.2819519,22.42583268735,-0.7841673126500004
6/29/2022 20:04,1,6/29/2022 20:04,72270,283.7,48.020082,7.86302,-0.65,22.55,6.0,68.4,1.252,18.982,269.3916321,22.50054560865,-0.6994543913500003
6/29/2022 20:04,1,6/29/2022 20:04,72280,283.7,48.020153,7.863455,-0.65,22.55,6.0,68.4,1.252,18.982,269.9662476,22.504280609400002,-0.6957193905999987
6/29/2022 20:04,1,6/29/2022 20:04,72289,283.6,48.02012,7.86378,-0.65,22.55,6.0,68.3,1.233,18.963,269.7486877,22.50286647005,-0.6971335299499991
6/29/2022 20:04,1,6/29/2022 20:04,72298,279.9,48.02028,7.863982,-0.65,22.55,6.4,68.7,1.349,19.08,268.5129395,22.49483410675,-0.705165893249999
6/29/2022 20:05,1,6/29/2022 20:05,72306,278.8,48.020653,7.863993,-0.72,22.45,6.6,69.2,1.326,19.078,267.6436462,22.3891837003,-0.7808162997000008
6/29/2022 20:05,1,6/29/2022 20:05,72340,271.8,48.021682,7.864643,-0.62,22.55,6.7,69.3,1.483,19.235,260.8169861,22.44481040965,-0.7251895903500011
6/29/2022 20:05,1,6/29/2022 20:05,72347,271.3,48.021987,7.864597,-1.03,22.14,7.1,69.7,1.109,18.861,259.8814392,22.0287293548,-1.1412706452000012
6/29/2022 20:05,1,6/29/2022 20:05,72352,272.3,48.02222,7.864627,-1.13,22.04,7.2,69.8,1.011,18.763,258.87677,21.922199005,-1.2478009949999995
6/29/2022 20:06,1,6/29/2022 20:06,72362,269.6,48.022505,7.864533,-1.17,21.94,6.8,69.6,0.836,18.591,257.661377,21.814298950500003,-1.295701049499998
6/29/2022 20:06,1,6/29/2022 20:06,72371,265.6,48.022847,7.86425,-1.17,21.94,6.7,69.5,0.817,18.573,256.8677673,21.80914048745,-1.3008595125499998
6/29/2022 20:06,1,6/29/2022 20:06,72399,259.9,48.023237,7.86299,-0.96,22.14,6.4,69.2,0.973,18.728,253.7638245,21.98896485925,-1.1110351407500003
6/29/2022 20:06,1,6/29/2022 20:06,72408,259.4,48.0235,7.863127,-0.96,22.14,6.2,69.1,0.935,18.69,254.146225,21.9914504625,-1.1085495374999992
6/29/2022 20:06,1,6/29/2022 20:06,72417,259.3,48.023803,7.86323,-0.96,22.14,6.2,69.0,0.916,18.671,255.0930786,21.9976050109,-1.1023949891000013
6/29/2022 20:07,1,6/29/2022 20:07,72425,260.7,48.024103,7.863227,-0.9,22.14,5.9,69.0,0.908,18.671,255.4388885,21.99985277525,-1.0401472247499988
6/29/2022 20:07,1,6/29/2022 20:07,72434,263.0,48.024427,7.863245,-0.8,22.25,5.9,69.0,1.024,18.787,255.4916077,22.11019545005,-0.9398045499500001
6/29/2022 20:07,1,6/29/2022 20:07,72468,264.5,48.025637,7.863797,-0.7,22.35,5.4,68.5,1.005,18.769,256.7916565,22.218645767250003,-0.8313542327499988
6/29/2022 20:07,1,6/29/2022 20:07,72477,266.2,48.025975,7.863975,-0.6,22.45,5.3,68.4,1.102,18.865,258.309845,22.3285139925,-0.7214860074999997
6/29/2022 20:08,1,6/29/2022 20:08,72485,269.2,48.0263,7.864172,-0.55,22.45,4.9,68.1,1.027,18.788,259.5950623,22.33686790495,-0.6631320950499984
6/29/2022 20:08,1,6/29/2022 20:08,72495,271.7,48.026625,7.864327,-0.55,22.45,5.1,68.3,1.084,18.846,259.0412598,22.3332681887,-0.6667318112999994
6/29/2022 20:08,1,6/29/2022 20:08,72508,272.3,48.027162,7.864487,-0.66,22.35,5.1,68.3,0.969,18.73,257.980835,22.226375427500003,-0.783624572499999
6/29/2022 20:08,1,6/29/2022 20:08,72536,268.6,48.02831,7.865072,-0.96,22.04,5.6,68.9,0.756,18.518,259.644165,21.9271870725,-1.0728129274999985
6/29/2022 20:09,1,6/29/2022 20:09,72551,267.5,48.028872,7.865583,-0.92,22.04,5.6,69.0,0.78,18.556,258.9075623,21.92239915495,-1.0376008450499992
6/29/2022 20:09,1,6/29/2022 20:09,72559,266.5,48.029187,7.865875,-0.92,22.04,5.6,69.1,0.799,18.575,258.1737976,21.917629684399998,-1.0423703156000013
6/29/2022 20:09,1,6/29/2022 20:09,72566,266.8,48.02943,7.866047,-1.03,21.94,6.0,69.4,0.778,18.554,255.9760284,21.8033441846,-1.166655815400001
6/29/2022 20:09,1,6/29/2022 20:09,72573,265.6,48.029708,7.866225,-1.13,21.83,6.2,69.7,0.719,18.495,255.8976898,21.6928349837,-1.267165016299999
6/29/2022 20:09,1,6/29/2022 20:09,72597,264.5,48.03051,7.86687,-1.23,21.73,6.1,69.5,0.568,18.344,255.4780426,21.5901072769,-1.3698927231000009
6/29/2022 20:10,1,6/29/2022 20:10,72604,265.3,48.030483,7.86719,-1.3,21.63,5.8,69.3,0.41,18.175,255.8647766,21.4926210479,-1.4373789521000007
6/29/2022 20:10,1,6/29/2022 20:10,72612,266.2,48.030428,7.867585,-1.41,21.53,5.7,69.2,0.26,18.026,256.5728455,21.39722349575,-1.5427765042499997
6/29/2022 20:10,1,6/29/2022 20:10,72623,264.1,48.03042,7.86809,-1.41,21.53,5.9,69.4,0.315,18.081,255.6532898,21.3912463837,-1.5487536163000006
6/29/2022 20:10,1,6/29/2022 20:10,72632,261.2,48.030557,7.868587,-1.61,21.32,6.1,69.6,0.128,17.894,252.3594055,21.15983613575,-1.7701638642499986
6/29/2022 20:11,1,6/29/2022 20:11,72670,258.6,48.031337,7.871277,-1.88,21.02,6.9,70.7,0.037,17.829,252.7767029,20.86254856885,-2.037451431150001
6/29/2022 20:11,1,6/29/2022 20:11,72678,256.3,48.031582,7.871715,-1.78,21.12,6.8,70.5,0.113,17.904,252.7397308,20.9623082502,-1.9376917498000015
6/29/2022 20:11,1,6/29/2022 20:11,72692,257.3,48.032027,7.87229,-1.67,21.22,6.6,70.4,0.189,17.98,253.3669281,21.06638503265,-1.8236149673499984
6/29/2022 20:11,1,6/29/2022 20:11,72712,259.1,48.032628,7.873073,-1.57,21.32,6.6,70.4,0.301,18.092,251.9441833,21.15713719145,-1.732862808549999
6/29/2022 20:12,1,6/29/2022 20:12,72721,259.7,48.032897,7.873478,-1.72,21.12,6.4,70.4,0.085,17.869,252.608017,20.9614521105,-1.8785478894999994
6/29/2022 20:12,1,6/29/2022 20:12,72749,258.9,48.033343,7.87493,-1.72,21.12,6.4,70.3,0.067,17.851,252.6227112,20.9615476228,-1.8784523771999997
6/29/2022 20:12,1,6/29/2022 20:12,72758,258.8,48.033408,7.875387,-1.62,21.22,6.4,70.4,0.196,17.98,253.091156,21.064592513999997,-1.7754074860000015
6/29/2022 20:12,1,6/29/2022 20:12,72772,259.3,48.033507,7.876092,-1.62,21.22,6.4,70.3,0.178,17.962,253.2869415,21.06586511975,-1.7741348802499983
6/29/2022 20:13,1,6/29/2022 20:13,72781,259.7,48.033572,7.876592,-1.57,21.22,6.2,70.3,0.183,17.962,254.4301605,21.07329604325,-1.7167039567499989
6/29/2022 20:13,1,6/29/2022 20:13,72789,260.1,48.033615,7.877053,-1.57,21.22,6.3,70.4,0.201,17.98,255.9815674,21.083380188099998,-1.7066198119000011
6/29/2022 20:13,1,6/29/2022 20:13,72823,257.7,48.034033,7.878602,-1.68,21.12,6.3,70.4,0.09,17.869,258.2493591,20.99812083415,-1.8018791658500002
6/29/2022 20:13,1,6/29/2022 20:13,72832,258.0,48.034163,7.879062,-1.78,21.02,6.2,70.3,-0.039,17.74,257.0025635,20.89001666275,-1.9099833372499997
6/29/2022 20:14,1,6/29/2022 20:14,72842,259.6,48.034298,7.879583,-1.75,21.02,6.0,70.3,-0.065,17.74,257.6790466,20.8944138029,-1.8755861970999987
6/29/2022 20:14,1,6/29/2022 20:14,72849,260.2,48.034383,7.879927,-1.65,21.12,6.1,70.4,0.064,17.869,257.8190613,20.99532389845,-1.7746761015500012
6/29/2022 20:14,1,6/29/2022 20:14,72863,261.1,48.034593,7.880555,-1.65,21.12,5.9,70.2,0.028,17.833,259.9385071,21.009100296150002,-1.7608997038499985
6/29/2022 20:14,1,6/29/2022 20:14,72897,263.8,48.03549,7.88135,-1.65,21.12,5.9,70.2,0.028,17.833,263.223175,21.0304506375,-1.7395493625000014
6/29/2022 20:15,1,6/29/2022 20:15,72903,265.6,48.035675,7.881393,-1.5,21.22,5.7,70.1,0.123,17.909,264.4625549,21.138506606849997,-1.5814933931500015
6/29/2022 20:15,1,6/29/2022 20:15,72910,266.5,48.03584,7.88133,-1.6,21.12,5.7,70.1,0.012,17.797,265.7589417,21.04693312105,-1.6730668789500016
6/29/2022 20:15,1,6/29/2022 20:15,72919,266.7,48.03588,7.880958,-1.6,21.12,5.9,70.3,0.065,17.851,265.7424622,21.0468260043,-1.6731739956999996
6/29/2022 20:15,1,6/29/2022 20:15,72928,267.8,48.035885,7.880513,-1.71,21.02,6.0,70.4,-0.028,17.758,265.5333252,20.9454666138,-1.7845333861999988
6/29/2022 20:15,1,6/29/2022 20:15,72956,268.7,48.03595,7.879062,-1.91,20.81,6.0,70.4,-0.248,17.538,265.9760132,20.738344085799998,-1.9816559142000008
6/29/2022 20:16,1,6/29/2022 20:16,72967,265.7,48.036032,7.87829,-1.87,20.81,5.9,70.5,-0.233,17.555,262.623291,20.716551391499998,-1.9634486085000011
6/29/2022 20:16,1,6/29/2022 20:16,72974,264.8,48.036073,7.877882,-1.87,20.81,5.9,70.5,-0.233,17.555,261.3337402,20.708169311299997,-1.9718306887000017
6/29/2022 20:16,1,6/29/2022 20:16,72985,263.2,48.036162,7.877102,-1.87,20.81,5.9,70.5,-0.233,17.555,261.927063,20.7120259095,-1.9679740904999994
6/29/2022 20:16,1,6/29/2022 20:16,72992,261.8,48.036298,7.876668,-1.87,20.81,5.8,70.4,-0.25,17.538,259.5540771,20.69660150115,-1.9833984988499997
6/29/2022 20:17,1,6/29/2022 20:17,73019,262.2,48.03695,7.875502,-1.87,20.81,5.8,70.4,-0.25,17.538,258.6398926,20.6906593019,-1.9893406981000004
6/29/2022 20:17,1,6/29/2022 20:17,73026,263.1,48.037073,7.875225,-1.73,20.91,5.5,70.3,-0.189,17.612,258.344574,20.788739731,-1.8512602690000004
6/29/2022 20:17,1,6/29/2022 20:17,73033,262.2,48.037203,7.874747,-1.63,21.02,5.3,70.0,-0.132,17.669,256.4197083,20.88622810395,-1.7637718960499997
6/29/2022 20:17,1,6/29/2022 20:17,73041,261.5,48.037398,7.873942,-1.52,21.12,5.2,70.0,-0.039,17.762,253.0467224,20.9643036956,-1.6756963043999993
6/29/2022 20:17,1,6/29/2022 20:17,73051,262.4,48.037618,7.873112,-1.42,21.22,5.2,69.9,0.072,17.873,251.7992249,21.05619496185,-1.5838050381499986
6/29/2022 20:17,1,6/29/2022 20:17,73078,257.1,48.037685,7.871587,-1.42,21.22,5.1,69.9,0.054,17.855,248.9212341,21.03748802165,-1.60251197835
6/29/2022 20:18,1,6/29/2022 20:18,73085,255.1,48.037458,7.871263,-1.28,21.32,4.9,69.8,0.154,17.948,248.8724976,21.1371712344,-1.4628287656
6/29/2022 20:18,1,6/29/2022 20:18,73092,252.6,48.037157,7.871098,-1.17,21.43,4.9,69.8,0.266,18.06,247.6233215,21.239051589749998,-1.3609484102500016
6/29/2022 20:18,1,6/29/2022 20:18,73100,248.1,48.036645,7.870928,-1.17,21.43,4.9,69.8,0.266,18.06,246.1494598,21.2294714887,-1.3705285112999999
6/29/2022 20:18,1,6/29/2022 20:18,73107,246.4,48.036277,7.870745,-1.17,21.43,5.0,69.9,0.302,18.096,243.3327637,21.21116296405,-1.388837035949999
6/29/2022 20:18,1,6/29/2022 20:18,73135,246.8,48.03625,7.870765,-1.17,21.43,4.9,69.9,0.284,18.078,243.3327637,21.21116296405,-1.388837035949999
6/29/2022 20:19,1,6/29/2022 20:19,73141,247.7,48.036488,7.870917,-1.04,21.53,4.7,69.8,0.354,18.172,244.6938934,21.320010307100002,-1.249989692899999
